index,smiles,name,opsin_smiles,std_original,std_opsin
92554,COc1ccc(F)cc1CC(=O)NC[C@@H](CC(F)(F)F)NC(=O)[C@]12C[C@H]1[C@H](C)C2,"2-(5-fluoro-2-methoxyphenyl)-N-((2R)-4,4,4-trifluoro-2-((1R,3R,4S)-3-methylbicyclo[2.1.0]pentan-1-ylcarbonylamino)butyl)acetamide",FC=1C=CC(=C(C1)CC(=O)NC[C@@H](CC(F)(F)F)NC(=O)[C@@]12C[C@H]([C@@H]2C1)C)OC,COc1ccc(F)cc1CC(=O)NC[C@@H](CC(F)(F)F)NC(=O)[C@@]12C[C@@H](C)[C@@H]1C2,COc1ccc(F)cc1CC(=O)NC[C@@H](CC(F)(F)F)NC(=O)[C@]12C[C@@H](C)[C@@H]1C2
92607,CCOC(=O)CCNC(=O)[C@H](C1[C@@H]2CCCCC[C@@H]12)N(C)CCN1CCCC1=O,"ethyl 3-((1S)-((1R,7R)-bicyclo[5.1.0]octan-8-yl)((2-(2-oxopyrrolidin-1-yl)ethyl)(methyl)amino)methylcarbonylamino)propanoate",,CCOC(=O)CCNC(=O)C(C1[C@@H]2CCCCC[C@@H]12)N(C)CCN1CCCC1=O,
92612,CC(C)N(CCNC(=O)c1cn(CC2CC2)nn1)C(=O)[C@H](C)OCC1CC1,"N-(2-(((1S)-1-(cyclopropylmethoxy)propionyl)(propan-2-yl)amino)ethyl)-1-(cyclopropylmethyl)-1H-1,2,3-triazole-4-carboxamide",,CC(OCC1CC1)C(=O)N(CCNC(=O)c1cn(CC2CC2)nn1)C(C)C,
92647,CC[C@@H](C(=O)NC[C@@H](c1ccccc1)N(C)C(=O)CCn1ccnc1)C(=O)OC,methyl (2S)-2-(((2R)-2-((2-(1H-imidazol-1-yl)propionyl)(methyl)amino)-2-phenylethyl)carbamoyl)butanoate,N1(C=NC=C1)C(C(=O)N([C@@H](CNC(=O)[C@@H](C(=O)OC)CC)C1=CC=CC=C1)C)C,CCC(C(=O)NC[C@@H](c1ccccc1)N(C)C(=O)CCn1ccnc1)C(=O)OC,CCC(C(=O)NC[C@@H](c1ccccc1)N(C)C(=O)C(C)n1ccnc1)C(=O)OC
92715,COCCN(CCNC(=O)[C@@H]1C[C@@H]2C[C@@H]2C[C@@H]1C)C(=O)[C@@]1(C)C[C@H](C)O[C@H](C)C1,"(2R,4S,6S)-N-(2-methoxyethyl)-2,4,6-trimethyl-N-(2-((1S,3R,4S,6S)-4-methylbicyclo[4.1.0]heptan-3-ylcarbonylamino)ethyl)oxane-4-carboxamide",,COCCN(CCNC(=O)C1C[C@@H]2C[C@@H]2C[C@@H]1C)C(=O)[C@]1(C)C[C@@H](C)O[C@@H](C)C1,
92742,O=C(N[C@H](Cc1ccccc1Br)C(=O)O)[C@@H]1C[C@@H]2CSC[C@@H](C2)C1,"(2R)-3-(2-bromophenyl)-2-((1R,5S,7R)-3-thiabicyclo[3.3.1]nonan-7-ylcarbonylamino)propanoic acid",,O=C(NC(Cc1ccccc1Br)C(=O)O)C1C[C@H]2CSC[C@@H](C1)C2,
92746,Cc1ccc2c(c1)C[C@@H](C(=O)NCCCN(C)C(=O)CCCc1nncn1C)O2,"(8S)-3-methyl-N-(3-((3-(4-methyl-4H-1,2,4-triazol-3-yl)butyryl)(methyl)amino)propyl)-7-oxabicyclo[4.3.0]nona-1(6),2,4-triene-8-carboxamide",CC1=CC=2C[C@H](OC2C=C1)C(=O)NCCCN(C)C(CC(C)C1=NN=CN1C)=O,Cc1ccc2c(c1)CC(C(=O)NCCCN(C)C(=O)CCCc1nncn1C)O2,Cc1ccc2c(c1)CC(C(=O)NCCCN(C)C(=O)CC(C)c1nncn1C)O2
92751,C#C[C@H](NC(=O)CCN(CC1CC1)C(=O)[C@@H]1C[C@@H]2CC[C@@H]2C1)[C@H]1CCOC1,"3-(((1R,3R,5S)-bicyclo[3.2.0]heptan-3-ylcarbonyl)(cyclopropylmethyl)amino)-N-((1R)-1-((3R)-oxolan-3-yl)prop-2-yn-1-yl)propanamide",,C#C[C@H](NC(=O)CCN(CC1CC1)C(=O)C1C[C@H]2CC[C@H]2C1)[C@H]1CCOC1,
92753,CNC(=O)[C@@H]1CCCCN1C(=O)[C@@H]1C[C@H]2CCN(CS(=O)(=O)N3CCCC3)C[C@H]21,"(2S)-N-methyl-1-(((1R,6S,8R)-3-((pyrrolidin-1-ylsulfonyl)carbonyl)-3-azabicyclo[4.2.0]octan-8-yl)methyl)piperidine-2-carboxamide",CNC(=O)[C@H]1N(CCCC1)C[C@@H]1C[C@H]2CCN(C[C@@H]12)C(=O)S(=O)(=O)N1CCCC1,CNC(=O)C1CCCCN1C(=O)C1C[C@H]2CCN(CS(=O)(=O)N3CCCC3)C[C@@H]12,CNC(=O)C1CCCCN1C[C@@H]1C[C@H]2CCN(C(=O)S(=O)(=O)N3CCCC3)C[C@H]21
92813,COCC[C@@H](C)C(=O)N1CCO[C@]2(CC[C@H](NC(=O)[C@@H]3C[C@H]3C(F)(F)F)CC2)C1,"(1R,2R)-N-(4-((2R)-4-methoxy-2-methyl-butyryl)-1-oxa-4-azaspiro[5.5]undecan-9-yl)-2-(trifluoromethyl)cyclopropanecarboxamide",COCC[C@H](C(=O)N1CCOC2(C1)CCC(CC2)NC(=O)[C@H]2[C@@H](C2)C(F)(F)F)C,COCCC(C)C(=O)N1CCO[C@]2(CC[C@H](NC(=O)C3C[C@H]3C(F)(F)F)CC2)C1,COCCC(C)C(=O)N1CCOC2(CCC(NC(=O)C3C[C@H]3C(F)(F)F)CC2)C1
92814,CN1CC[C@](NC(=O)[C@H]2C[C@@H]3CCC[C@@H]3C2)(C(=O)N[C@@H](CO)c2cnn(C)c2)C1,"(3R)-3-((1R,3S,5S)-bicyclo[3.3.0]octan-3-ylcarbonylamino)-N-((1R)-2-hydroxy-1-(1-methyl-1H-pyrazol-4-yl)ethyl)-1-methylpyrrolidine-3-carboxamide",,CN1CC[C@](NC(=O)C2C[C@H]3CCC[C@H]3C2)(C(=O)N[C@@H](CO)c2cnn(C)c2)C1,
92833,C[S+](C)CC[C@@H](O)C(=O)NC[C@H]1CCN(C(=O)c2cc3n(c(=O)c2)CCS3)C1,"(2R)-4-(dimethyl-lambda^3-sulfanyl)-2-hydroxy-N-(((3R)-1-((2-oxo-7-thia-1-azabicyclo[4.3.0]nona-3,5-dien-4-yl)carbonyl)pyrrolidin-3-yl)methyl)butanamide",C[S](CC[C@H](C(=O)NC[C@@H]1CN(CC1)C(=O)C1=CC(N2CCSC2=C1)=O)O)C,C[S+](C)CCC(O)C(=O)NC[C@H]1CCN(C(=O)c2cc3n(c(=O)c2)CCS3)C1,C[S](C)CCC(O)C(=O)NC[C@H]1CCN(C(=O)c2cc3n(c(=O)c2)CCS3)C1
92910,C=CC[C@@H](CNC(=O)c1c(Cl)n[nH]c1C)NC(=O)[C@@H](O)c1ccc(C2CC2)cc1,3-chloro-N-((2S)-2-((1S)-(4-cyclopropylphenyl)(hydroxy)methylcarbonylamino)pent-4-en-1-yl)-5-methyl-1H-pyrazole-4-carboxamide,,C=CC[C@@H](CNC(=O)c1c(C)n[nH]c1Cl)NC(=O)C(O)c1ccc(C2CC2)cc1,
92941,CC(C)c1conc1C(=O)NCCN(C(=O)[C@@H]1C[C@H]2CCC[C@H](C2)C1)C(C)C,"N-(2-(((1R,3R,5S)-bicyclo[3.3.1]nonan-3-ylcarbonyl)(propan-2-yl)amino)ethyl)-4-(propan-2-yl)isoxazole-3-carboxamide",,CC(C)c1conc1C(=O)NCCN(C(=O)C1C[C@H]2CCC[C@@H](C1)C2)C(C)C,
92955,CCc1cnc(C(=O)N2C[C@H]3[C@H](NC(=O)[C@H](C)C(F)F)[C@H]3C2)nc1,"(2S)-2-(difluoromethyl)-N-((1R,5S,6S)-3-((5-ethylpyrimidin-2-yl)carbonyl)-3-azabicyclo[3.1.0]hexan-6-yl)propanamide",,CCc1cnc(C(=O)N2C[C@@H]3[C@H](C2)[C@H]3NC(=O)C(C)C(F)F)nc1,
92977,FC[C@@H]1[C@H]2CN(c3nccc(=N[C@@H]4CCCOC4)[nH]3)C[C@H]21,"2-((1R,5S,6R)-6-(fluoromethyl)-3-azabicyclo[3.1.0]hexan-3-yl)-N-((3R)-oxan-3-yl)-1,3-diazacyclohexa-1,5-dien-4-imine",,FC[C@@H]1[C@H]2CN(c3nccc(N[C@@H]4CCCOC4)n3)C[C@@H]12,
92984,CS(=O)(=O)N1CCN(CC(=O)N[C@H]2C[C@@](F)(CNC(=O)CCC3CC3)C2)CC1,3-cyclopropyl-N-((1-fluoro-3-((4-(methylsulfonyl)piperazin-1-yl)methylcarbonylamino)cyclobutyl)methyl)propanamide,C1(CC1)CCC(=O)NCC1(CC(C1)NC(=O)CN1CCN(CC1)S(=O)(=O)C)F,CS(=O)(=O)N1CCN(CC(=O)N[C@H]2C[C@@](F)(CNC(=O)CCC3CC3)C2)CC1,CS(=O)(=O)N1CCN(CC(=O)NC2CC(F)(CNC(=O)CCC3CC3)C2)CC1
93022,CC(C)[C@H](CCN(C)C(=O)c1cnoc1C1CC1)NC(=O)[C@H](F)C1CCC1,N-((3S)-3-((1R)-(cyclobutyl)fluoromethylcarbonylamino)-4-methylpentyl)-5-cyclopropyl-N-methylisoxazole-4-carboxamide,,CC(C)[C@H](CCN(C)C(=O)c1cnoc1C1CC1)NC(=O)C(F)C1CCC1,
93069,COc1ccc(C(=O)N[C@H]2[C@@H]3CN(C(=O)c4cncc5ccccc45)C[C@@H]32)nn1,"N-((1R,5S,6S)-3-((isoquinolin-4-yl)carbonyl)-3-azabicyclo[3.1.0]hexan-6-yl)-6-methoxypyridazine-3-carboxamide",,COc1ccc(C(=O)N[C@H]2[C@@H]3CN(C(=O)c4cncc5ccccc45)C[C@@H]32)nn1,
93074,Cn1ccc(C(=O)N2C[C@H]3C[C@H](NC(=O)C4=C[C@@H]5CCCCC[C@H]45)C[C@H]2C3)n1,"(1R,7S)-N-((1S,3S,5R)-6-((1-methyl-1H-pyrazol-3-yl)carbonyl)-6-azabicyclo[3.2.1]octan-3-yl)bicyclo[5.2.0]non-8-ene-8-carboxamide",CN1N=C(C=C1)C(=O)N1[C@H]2C[C@H](C[C@H](C1)C2)NC(=O)C=2[C@H]1CCCCC[C@@H]1C2,Cn1ccc(C(=O)N2C[C@H]3C[C@H](NC(=O)C4=C[C@@H]5CCCCC[C@H]45)C[C@H]2C3)n1,Cn1ccc(C(=O)N2C[C@H]3C[C@H](NC(=O)C4=C[C@H]5CCCCC[C@H]45)C[C@H]2C3)n1
93139,CN(CCNC(=O)[C@H]1CO[C@H](Cn2cccn2)C1)C(=O)CCc1ccoc1,"(3R,5S)-N-(2-((2-(furan-3-yl)propionyl)(methyl)amino)ethyl)-5-(1H-pyrazol-1-ylmethyl)oxolane-3-carboxamide",O1C=C(C=C1)C(C(=O)N(CCNC(=O)[C@H]1CO[C@@H](C1)CN1N=CC=C1)C)C,CN(CCNC(=O)C1CO[C@H](Cn2cccn2)C1)C(=O)CCc1ccoc1,CC(C(=O)N(C)CCNC(=O)C1CO[C@H](Cn2cccn2)C1)c1ccoc1
93150,CC1(C)CO[C@@H](CC(=O)NC[C@H]2C[C@@](F)(CNC(=O)CC(C)(C)C3CC3)C2)C1,"3-cyclopropyl-N-((3-(((2R)-4,4-dimethyloxolan-2-yl)methylcarbonylaminomethyl)-1-fluorocyclobutyl)methyl)-3-methylbutanamide",C1(CC1)C(CC(=O)NCC1(CC(C1)CNC(=O)C[C@@H]1OCC(C1)(C)C)F)(C)C,CC1(C)CO[C@@H](CC(=O)NC[C@H]2C[C@@](F)(CNC(=O)CC(C)(C)C3CC3)C2)C1,CC1(C)CO[C@@H](CC(=O)NCC2CC(F)(CNC(=O)CC(C)(C)C3CC3)C2)C1
93276,Cn1cc([C@H](O)C(=O)NC[C@H]2C[C@@](F)(CNC(=O)[C@@H]3CCCC(F)(F)C3)C2)cn1,"(2S)-N-((3-((1R)-3,3-difluorocyclohexylcarbonylaminomethyl)-3-fluorocyclobutyl)methyl)-2-hydroxy-2-(1-methyl-1H-pyrazol-4-yl)acetamide",FC1(C[C@@H](CCC1)C(=O)NCC1(CC(C1)CNC([C@H](C=1C=NN(C1)C)O)=O)F)F,Cn1cc(C(O)C(=O)NC[C@H]2C[C@@](F)(CNC(=O)C3CCCC(F)(F)C3)C2)cn1,Cn1cc(C(O)C(=O)NCC2CC(F)(CNC(=O)C3CCCC(F)(F)C3)C2)cn1
93307,O=C(C=Cc1ncc[nH]1)N[C@@]12CCCC[C@@H]1CN(C(=O)[C@H]1C[C@@H]3CC[C@@H]3C1)C2,"N-((1S,6R)-8-(((1R,3S,5S)-bicyclo[3.2.0]heptan-3-yl)carbonyl)-8-azabicyclo[4.3.0]nonan-1-yl)-3-(1H-imidazol-2-yl)prop-2-enamide",,O=C(C=Cc1ncc[nH]1)N[C@@]12CCCC[C@@H]1CN(C(=O)C1C[C@H]3CC[C@H]3C1)C2,
93348,Cc1cc(C(=O)N[C@H]2CC[C@@H](N(C)C(=O)CCN3CCCC3=O)C2)ccc1Cl,"4-chloro-3-methyl-N-((1S,3R)-3-((2-(2-oxopyrrolidin-1-yl)propionyl)(methyl)amino)cyclopentyl)benzamide",ClC1=C(C=C(C(=O)N[C@@H]2C[C@@H](CC2)N(C)C(C(C)N2C(CCC2)=O)=O)C=C1)C,Cc1cc(C(=O)N[C@H]2CC[C@@H](N(C)C(=O)CCN3CCCC3=O)C2)ccc1Cl,Cc1cc(C(=O)N[C@H]2CC[C@@H](N(C)C(=O)C(C)N3CCCC3=O)C2)ccc1Cl
93364,CN1CC[C@H](CCC(=O)N2[C@H]3CC[C@@H]2C[C@@H](NC(=O)c2cc(Cl)ccc2N)C3)C1,"2-amino-5-chloro-N-((1R,3S,5S)-8-(3-((3S)-1-methylpyrrolidin-3-yl)-propionyl)-8-azabicyclo[3.2.1]octan-3-yl)benzamide",,CN1CC[C@H](CCC(=O)N2[C@@H]3CC[C@H]2C[C@H](NC(=O)c2cc(Cl)ccc2N)C3)C1,
93404,CC(C)(C)[C@H]1CC(C(=O)NC[C@]2(F)C[C@@H](CNC(=O)c3c[nH]ccc3=O)C2)=NO1,"(5R)-5-(tert-butyl)-N-((1-fluoro-3-(4-oxo-1-azacyclohexa-2,5-dien-3-ylcarbonylaminomethyl)cyclobutyl)methyl)-1-oxa-2-azacyclopent-2-ene-3-carboxamide",C(C)(C)(C)[C@H]1CC(=NO1)C(=O)NCC1(CC(C1)CNC(=O)C1=CNC=CC1=O)F,CC(C)(C)[C@H]1CC(C(=O)NC[C@]2(F)C[C@@H](CNC(=O)c3c[nH]ccc3=O)C2)=NO1,CC(C)(C)[C@H]1CC(C(=O)NCC2(F)CC(CNC(=O)c3c[nH]ccc3=O)C2)=NO1
93455,C#CCC(CC#C)C(=O)NC1([C@@H]2CCN(C(=O)[C@@]3(C#N)C[C@@H]4C[C@@H]4C3)C2)CC1,"N-(1-((3R)-1-(((1R,3S,5S)-3-(nitrilomethyl)bicyclo[3.1.0]hexan-3-yl)carbonyl)pyrrolidin-3-yl)cyclopropyl)-2-(prop-2-yn-1-yl)pent-4-ynamide",,C#CCC(CC#C)C(=O)NC1([C@@H]2CCN(C(=O)[C@]3(C#N)C[C@H]4C[C@H]4C3)C2)CC1,
93502,CC1(C)C(C(=O)N2CCC[C@@]23CCCN(C(=O)c2cnn[nH]2)C3)C1(C)C,"1-(2,2,3,3-tetramethylcyclopropyl)-1-((5R)-7-((1H-1,2,3-triazol-5-yl)carbonyl)-1,7-diazaspiro[4.5]decan-1-yl)methanone",CC1(C(C1(C)C)C(=O)N1CCC[C@@]12CN(CCC2)C(=O)C2=CN=NN2)C,CC1(C)C(C(=O)N2CCC[C@@]23CCCN(C(=O)c2c[nH]nn2)C3)C1(C)C,CC1(C)C(C(=O)N2CCC[C@]23CCCN(C(=O)c2c[nH]nn2)C3)C1(C)C
93550,CN(C)[C@H](CCO)C(=O)N1C[C@H]2[C@H](NC(=O)c3cc(N)ccc3Cl)[C@H]2C1,"5-amino-2-chloro-N-((1R,5S,6S)-3-((2R)-2-(dimethylamino)-4-hydroxy-butyryl)-3-azabicyclo[3.1.0]hexan-6-yl)benzamide",,CN(C)C(CCO)C(=O)N1C[C@@H]2[C@H](C1)[C@H]2NC(=O)c1cc(N)ccc1Cl,
93559,C[C@@H](C(=O)N[C@H]1C[C@](C)(NC(=O)c2cccc3oc(=N)[nH]c23)C1)S(C)(=O)=O,"(2S)-N-(3-(8-imino-7-oxa-9-azabicyclo[4.3.0]nona-1,3,5-trien-2-ylcarbonylamino)-3-methylcyclobutyl)-2-(methylsulfonyl)propanamide",N=C1OC2=CC=CC(=C2N1)C(=O)NC1(CC(C1)NC([C@H](C)S(=O)(=O)C)=O)C,CC(C(=O)N[C@H]1C[C@](C)(NC(=O)c2cccc3oc(N)nc23)C1)S(C)(=O)=O,CC(C(=O)NC1CC(C)(NC(=O)c2cccc3oc(N)nc23)C1)S(C)(=O)=O
93563,C[C@]1(CNC(=O)c2coc(C(F)(F)F)n2)C[C@@H](NC(=O)C(F)F)C1,N-((3-(difluoromethylcarbonylamino)-1-methylcyclobutyl)methyl)-2-(trifluoromethyl)oxazole-4-carboxamide,FC(C(=O)NC1CC(C1)(C)CNC(=O)C=1N=C(OC1)C(F)(F)F)F,C[C@]1(CNC(=O)c2coc(C(F)(F)F)n2)C[C@@H](NC(=O)C(F)F)C1,CC1(CNC(=O)c2coc(C(F)(F)F)n2)CC(NC(=O)C(F)F)C1
93617,Cc1cc(Br)cc(C(=O)NC[C@H](O)CN(C)C(=O)[C@@H](F)C2(O)CCCC2)c1,3-bromo-N-((2S)-3-(((1S)-fluoro(1-hydroxycyclopentyl)acetyl)(methyl)amino)-2-hydroxypropyl)-5-methylbenzene-1-carboxamide,,Cc1cc(Br)cc(C(=O)NC[C@H](O)CN(C)C(=O)C(F)C2(O)CCCC2)c1,
93654,Cc1c(N)ccc(C(=O)NCCNC(=O)[C@@H](O)c2ccsc2)c1Cl,4-amino-2-chloro-N-(2-((1S)-(hydroxy)(thiophen-3-yl)methylcarbonylamino)ethyl)-3-methylbenzene-1-carboxamide,,Cc1c(N)ccc(C(=O)NCCNC(=O)C(O)c2ccsc2)c1Cl,
93661,NC(=O)N1CC(C(=O)N2C[C@H]3[C@H](CC(=O)N[C@H]4COC5(CCC5)C4)[C@H]3C2)C1,"2-((1R,5S,6S)-3-((1-((amino)carbonyl)-azetidin-3-yl)carbonyl)-3-azabicyclo[3.1.0]hexan-6-yl)-N-((7R)-5-oxaspiro[3.4]octan-7-yl)acetamide",,NC(=O)N1CC(C(=O)N2C[C@@H]3[C@@H](CC(=O)N[C@H]4COC5(CCC5)C4)[C@@H]3C2)C1,
93678,CCS(=O)(=O)N[C@H](C)C(=O)NCCN(C)C(=O)CCc1cscn1,(2R)-2-ethylsulfonylamino-N-(2-((2-(thiazol-4-yl)propionyl)(methyl)amino)ethyl)propanamide,C(C)S(=O)(=O)N[C@@H](C(=O)NCCN(C)C(C(C)C=1N=CSC1)=O)C,CCS(=O)(=O)NC(C)C(=O)NCCN(C)C(=O)CCc1cscn1,CCS(=O)(=O)NC(C)C(=O)NCCN(C)C(=O)C(C)c1cscn1
93730,Nc1cc(Cl)nnc1C(=O)N1[C@H]2CC[C@@H]1C[C@@H](CNC(=O)c1ccnnc1S)C2,"N-(((1R,3S,5S)-8-((4-amino-6-chloropyridazin-3-yl)carbonyl)-8-azabicyclo[3.2.1]octan-3-yl)methyl)-3-sulfanylpyridazine-4-carboxamide",,Nc1cc(Cl)nnc1C(=O)N1[C@@H]2CC[C@H]1C[C@H](CNC(=O)c1ccn[nH]c1=S)C2,
93786,CC(C)[C@@H](CNC(=O)CCCC(N)=O)NC(=O)[C@@H](O)c1ccccc1C(F)(F)F,N-((2S)-2-((1S)-(hydroxy)(2-(trifluoromethyl)phenyl)methylcarbonylamino)-3-methylbutyl)pentanediamide,,CC(C)[C@@H](CNC(=O)CCCC(N)=O)NC(=O)C(O)c1ccccc1C(F)(F)F,
93831,O=C(CC1OCCCO1)N[C@H]1[C@@H]2CN(C(=O)Cc3cccc(Cl)c3F)C[C@@H]21,"N-((1R,5S,6S)-3-(2-(3-chloro-2-fluorophenyl)-acetyl)-3-azabicyclo[3.1.0]hexan-6-yl)-2-(1,3-dioxan-2-yl)acetamide",,O=C(CC1OCCCO1)N[C@H]1[C@@H]2CN(C(=O)Cc3cccc(Cl)c3F)C[C@@H]21,
93851,CCN(C[C@H](C)NC(=O)c1cnc2c[nH]nc2c1)C(=O)[C@H](O)C1CCC1,"N-((2S)-1-(((1R)-(cyclobutyl)(hydroxy)acetyl)(ethyl)amino)propan-2-yl)-2,7,8-triazabicyclo[4.3.0]nona-1(9),2,4,6-tetraene-4-carboxamide",,CCN(C[C@H](C)NC(=O)c1cnc2c[nH]nc2c1)C(=O)C(O)C1CCC1,
93867,O=C(CC1CC(F)(F)C1)NCCC1(NC(=O)[C@H](O)C2CC2)CCOCC1,"N-(2-(4-((1R)-(cyclopropyl)(hydroxy)methylcarbonylamino)-oxan-4-yl)ethyl)-2-(3,3-difluorocyclobutyl)acetamide",,O=C(CC1CC(F)(F)C1)NCCC1(NC(=O)C(O)C2CC2)CCOCC1,
93901,CC(C)C[C@@H](C(=O)N[C@H](C1CCC1)C1CC1)N1C(=O)c2ccccc2C1=O,"(2S)-N-((1R)-(cyclobutyl)(cyclopropyl)methyl)-2-(7,9-dioxo-8-azabicyclo[4.3.0]nona-1,3,5-trien-8-yl)-4-methylpentanamide",C1(CCC1)[C@H](NC([C@H](CC(C)C)N1C(C2=CC=CC=C2C1=O)=O)=O)C1CC1,CC(C)CC(C(=O)N[C@H](C1CCC1)C1CC1)N1C(=O)c2ccccc2C1=O,CC(C)CC(C(=O)N[C@@H](C1CCC1)C1CC1)N1C(=O)c2ccccc2C1=O
93926,Cc1cc(C(=O)NC[C@@H](CNC(=O)[C@@H](F)C2(O)CCCC2)S(C)(=O)=O)co1,N-((2S)-3-((1S)-fluoro(1-hydroxycyclopentyl)methylcarbonylamino)-2-(methylsulfonyl)propyl)-5-methylfuran-3-carboxamide,,Cc1cc(C(=O)NC[C@@H](CNC(=O)C(F)C2(O)CCCC2)S(C)(=O)=O)co1,
93946,C[C@H]1O[C@H]2CC[C@@]1(C(=O)N(C)CCCN(C)C(=O)CCc1nc[nH]n1)C2,"(1S,3R,4R)-3,N-dimethyl-N-(3-((2-(1H-1,2,4-triazol-3-yl)propionyl)(methyl)amino)propyl)-2-oxabicyclo[2.2.1]heptane-4-carboxamide",C[C@H]1O[C@H]2CC[C@]1(C2)C(=O)N(CCCN(C)C(C(C)C2=NNC=N2)=O)C,C[C@H]1O[C@H]2CC[C@@]1(C(=O)N(C)CCCN(C)C(=O)CCc1nc[nH]n1)C2,CC(C(=O)N(C)CCCN(C)C(=O)[C@]12CC[C@@H](C1)O[C@@H]2C)c1nc[nH]n1
93953,C#Cc1cnn(C)c1C(=O)N[C@H]1C[C@](C)(NC(=O)[C@@H](CC)NC(N)=O)C1,N-(3-((1R)-1-(carbamoylamino)propylcarbonylamino)-3-methylcyclobutyl)-4-(ethynyl)-1-methyl-1H-pyrazole-5-carboxamide,C(N)(=O)N[C@H](CC)C(=O)NC1(CC(C1)NC(=O)C1=C(C=NN1C)C#C)C,C#Cc1cnn(C)c1C(=O)N[C@H]1C[C@](C)(NC(=O)C(CC)NC(N)=O)C1,C#Cc1cnn(C)c1C(=O)NC1CC(C)(NC(=O)C(CC)NC(N)=O)C1
93957,CN(C)CCCC(=O)NCC(C)(C)CN(C)C(=O)[C@@H](c1ccc(Cl)cc1)N(C)C,N-(2-((((1R)-(4-chlorophenyl)(dimethylamino)acetyl)(methyl)amino)methyl)-2-methylpropyl)-4-(dimethylamino)butanamide,,CN(C)CCCC(=O)NCC(C)(C)CN(C)C(=O)C(c1ccc(Cl)cc1)N(C)C,
93985,C[C@H](CNC(=O)CC=C(Cl)Cl)CNC(=O)[C@@H]1C[C@@H]2CC[C@H](C1)C2(F)F,"4,4-dichloro-N-((2R)-2-((1R,3R,5S)-8,8-difluorobicyclo[3.2.1]octan-3-ylcarbonylaminomethyl)propyl)but-3-enamide",,C[C@H](CNC(=O)CC=C(Cl)Cl)CNC(=O)C1C[C@H]2CC[C@@H](C1)C2(F)F,
94020,COCc1ccc(C(=O)N2C[C@@]3(CNC(=O)[C@@H]4[C@@H](C)[C@H]4C)CC[C@H]2C3)o1,"(1R,2R,3S)-N-(((1S,4S)-2-((5-(methoxymethyl)furan-2-yl)carbonyl)-2-azabicyclo[2.2.1]heptan-4-yl)methyl)-2,3-dimethylcyclopropanecarboxamide",,COCc1ccc(C(=O)N2C[C@@]3(CNC(=O)C4[C@@H](C)[C@H]4C)CC[C@H]2C3)o1,
94083,C=Cn1nccc1C(=O)N1C[C@@H](CNC(=O)[C@@]2(C)C[C@@H]3C[C@@H]3C2)C2(CCC2)C1,"(1R,3S,5S)-N-(((8R)-6-((1-ethenyl-1H-pyrazol-5-yl)carbonyl)-6-azaspiro[3.4]octan-8-yl)methyl)-3-methylbicyclo[3.1.0]hexane-3-carboxamide",,C=Cn1nccc1C(=O)N1C[C@@H](CNC(=O)[C@]2(C)C[C@H]3C[C@H]3C2)C2(CCC2)C1,
94109,Cc1ccc(C#N)cc1C(=O)N1C[C@H]2C[C@H](NC(=O)[C@]34CCCC[C@@H]3C4)C[C@H]2C1,"(1S,6R)-N-((1R,5S,7S)-3-((2-methyl-5-(nitrilomethyl)phenyl)carbonyl)-3-azabicyclo[3.3.0]octan-7-yl)bicyclo[4.1.0]heptane-1-carboxamide",,Cc1ccc(C#N)cc1C(=O)N1C[C@H]2C[C@H](NC(=O)[C@]34CCCC[C@@H]3C4)C[C@H]2C1,
94110,CN(CC[C@@H]1CCCN1C)C(=O)CCCN(C)C(=O)[C@H](O)C1CC1,4-(((1R)-(cyclopropyl)(hydroxy)acetyl)(methyl)amino)-N-methyl-N-(2-((2S)-1-methylpyrrolidin-2-yl)ethyl)butanamide,,CN(CC[C@@H]1CCCN1C)C(=O)CCCN(C)C(=O)C(O)C1CC1,
94115,CC(C)N(CCNC(=O)c1cncn1C(C)C)C(=O)C1=C[C@H]2CC=CC[C@@H]12,"N-(2-(((1S,6R)-bicyclo[4.2.0]octa-3,7-dien-7-ylcarbonyl)(propan-2-yl)amino)ethyl)-1-(propan-2-yl)-1H-imidazole-5-carboxamide",[C@H]12CC=CC[C@H]2C(=C1)C(=O)N(CCNC(=O)C1=CN=CN1C(C)C)C(C)C,CC(C)N(CCNC(=O)c1cncn1C(C)C)C(=O)C1=C[C@H]2CC=CC[C@@H]12,CC(C)N(CCNC(=O)c1cncn1C(C)C)C(=O)C1=C[C@@H]2CC=CC[C@@H]12
94131,CCN(CCCNC(=O)[C@@]12CC=CCN1CCC2)C(=O)[C@H](SC)C(C)(C)C,"(6R)-N-(3-(((1R)-2,2-dimethyl-1-(methylsulfanyl)butyryl)(ethyl)amino)propyl)-1-azabicyclo[4.3.0]non-3-ene-6-carboxamide",,CCN(CCCNC(=O)[C@@]12CC=CCN1CCC2)C(=O)C(SC)C(C)(C)C,
94202,Cc1cc(C(=O)NC[C@H]2[C@@H]3CN(C(=O)COc4cccc(O)c4)C[C@H]23)c(O)nn1,"3-hydroxy-N-(((1R,5S,6S)-3-(2-((3-hydroxyphenyl)oxy)-acetyl)-3-azabicyclo[3.1.0]hexan-6-yl)methyl)-6-methylpyridazine-4-carboxamide",,Cc1cc(C(=O)NC[C@@H]2[C@H]3CN(C(=O)COc4cccc(O)c4)C[C@@H]23)c(=O)[nH]n1,
